DeepCSV;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
2, comb, down, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.91763*((1.+(-(0.0002712*x)))/(1.+(9.94567e-05*x))))-0.070853836834430695" 
2, comb, down, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.91763*((1.+(-(0.0002712*x)))/(1.+(9.94567e-05*x))))-0.086056210100650787" 
2, comb, down, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.91763*((1.+(-(0.0002712*x)))/(1.+(9.94567e-05*x))))-0.13780272006988525" 
2, comb, down, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.91763*((1.+(-(0.0002712*x)))/(1.+(9.94567e-05*x))))-0.12517745792865753" 
2, comb, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.91763*((1.+(-(0.0002712*x)))/(1.+(9.94567e-05*x))))-0.31005144119262695" 
2, comb, down, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.91763*((1.+(-(0.0002712*x)))/(1.+(9.94567e-05*x))))-0.054542511701583862" 
2, comb, down, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.91763*((1.+(-(0.0002712*x)))/(1.+(9.94567e-05*x))))-0.018500188365578651" 
2, comb, down, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.91763*((1.+(-(0.0002712*x)))/(1.+(9.94567e-05*x))))-0.018274972215294838" 
2, comb, down, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.91763*((1.+(-(0.0002712*x)))/(1.+(9.94567e-05*x))))-0.017010144889354706" 
2, comb, down, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.91763*((1.+(-(0.0002712*x)))/(1.+(9.94567e-05*x))))-0.020243953913450241" 
2, comb, down, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.91763*((1.+(-(0.0002712*x)))/(1.+(9.94567e-05*x))))-0.024587487801909447" 
2, comb, down, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.91763*((1.+(-(0.0002712*x)))/(1.+(9.94567e-05*x))))-0.03937220573425293" 
2, comb, down, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.91763*((1.+(-(0.0002712*x)))/(1.+(9.94567e-05*x))))-0.035764988511800766" 
2, comb, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.91763*((1.+(-(0.0002712*x)))/(1.+(9.94567e-05*x))))-0.088586129248142242" 
2, comb, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.91763*((1.+(-(0.0002712*x)))/(1.+(9.94567e-05*x))))+0.19089879095554352" 
2, comb, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.91763*((1.+(-(0.0002712*x)))/(1.+(9.94567e-05*x))))+0.064750656485557556" 
2, comb, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.91763*((1.+(-(0.0002712*x)))/(1.+(9.94567e-05*x))))+0.063962399959564209" 
2, comb, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.91763*((1.+(-(0.0002712*x)))/(1.+(9.94567e-05*x))))+0.05953550711274147" 
2, comb, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.91763*((1.+(-(0.0002712*x)))/(1.+(9.94567e-05*x))))+0.070853836834430695" 
2, comb, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.91763*((1.+(-(0.0002712*x)))/(1.+(9.94567e-05*x))))+0.086056210100650787" 
2, comb, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.91763*((1.+(-(0.0002712*x)))/(1.+(9.94567e-05*x))))+0.13780272006988525" 
2, comb, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.91763*((1.+(-(0.0002712*x)))/(1.+(9.94567e-05*x))))+0.12517745792865753" 
2, comb, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.91763*((1.+(-(0.0002712*x)))/(1.+(9.94567e-05*x))))+0.31005144119262695" 
2, comb, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.91763*((1.+(-(0.0002712*x)))/(1.+(9.94567e-05*x))))+0.054542511701583862" 
2, comb, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.91763*((1.+(-(0.0002712*x)))/(1.+(9.94567e-05*x))))+0.018500188365578651" 
2, comb, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.91763*((1.+(-(0.0002712*x)))/(1.+(9.94567e-05*x))))+0.018274972215294838" 
2, comb, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.91763*((1.+(-(0.0002712*x)))/(1.+(9.94567e-05*x))))+0.017010144889354706" 
2, comb, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.91763*((1.+(-(0.0002712*x)))/(1.+(9.94567e-05*x))))+0.020243953913450241" 
2, comb, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.91763*((1.+(-(0.0002712*x)))/(1.+(9.94567e-05*x))))+0.024587487801909447" 
2, comb, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.91763*((1.+(-(0.0002712*x)))/(1.+(9.94567e-05*x))))+0.03937220573425293" 
2, comb, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.91763*((1.+(-(0.0002712*x)))/(1.+(9.94567e-05*x))))+0.035764988511800766" 
2, comb, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.91763*((1.+(-(0.0002712*x)))/(1.+(9.94567e-05*x))))+0.088586129248142242" 
2, mujets, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "0.888683*((1.+(0.0013888*x))/(1.+(0.00237283*x)))" 
2, mujets, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "0.888683*((1.+(0.0013888*x))/(1.+(0.00237283*x)))" 
2, mujets, down, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.888683*((1.+(0.0013888*x))/(1.+(0.00237283*x))))-0.18981538712978363" 
2, mujets, down, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.888683*((1.+(0.0013888*x))/(1.+(0.00237283*x))))-0.097942277789115906" 
2, mujets, down, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.888683*((1.+(0.0013888*x))/(1.+(0.00237283*x))))-0.12311583757400513" 
2, mujets, down, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.888683*((1.+(0.0013888*x))/(1.+(0.00237283*x))))-0.10042381286621094" 
2, mujets, down, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.888683*((1.+(0.0013888*x))/(1.+(0.00237283*x))))-0.13231344521045685" 
2, mujets, down, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.888683*((1.+(0.0013888*x))/(1.+(0.00237283*x))))-0.14098398387432098" 
2, mujets, down, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.888683*((1.+(0.0013888*x))/(1.+(0.00237283*x))))-0.17924965918064117" 
2, mujets, down, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.888683*((1.+(0.0013888*x))/(1.+(0.00237283*x))))-0.12903264164924622" 
2, mujets, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.888683*((1.+(0.0013888*x))/(1.+(0.00237283*x))))-0.30970701575279236" 
2, mujets, down, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.888683*((1.+(0.0013888*x))/(1.+(0.00237283*x))))-0.054232966154813766" 
2, mujets, down, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.888683*((1.+(0.0013888*x))/(1.+(0.00237283*x))))-0.027983507141470909" 
2, mujets, down, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.888683*((1.+(0.0013888*x))/(1.+(0.00237283*x))))-0.035175953060388565" 
2, mujets, down, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.888683*((1.+(0.0013888*x))/(1.+(0.00237283*x))))-0.028692517429590225" 
2, mujets, down, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.888683*((1.+(0.0013888*x))/(1.+(0.00237283*x))))-0.037803839892148972" 
2, mujets, down, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.888683*((1.+(0.0013888*x))/(1.+(0.00237283*x))))-0.040281139314174652" 
2, mujets, down, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.888683*((1.+(0.0013888*x))/(1.+(0.00237283*x))))-0.05121418833732605" 
2, mujets, down, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.888683*((1.+(0.0013888*x))/(1.+(0.00237283*x))))-0.036866471171379089" 
2, mujets, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.888683*((1.+(0.0013888*x))/(1.+(0.00237283*x))))-0.088487721979618073" 
2, mujets, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.888683*((1.+(0.0013888*x))/(1.+(0.00237283*x))))+0.18981538712978363" 
2, mujets, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.888683*((1.+(0.0013888*x))/(1.+(0.00237283*x))))+0.097942277789115906" 
2, mujets, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.888683*((1.+(0.0013888*x))/(1.+(0.00237283*x))))+0.12311583757400513" 
2, mujets, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.888683*((1.+(0.0013888*x))/(1.+(0.00237283*x))))+0.10042381286621094" 
2, mujets, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.888683*((1.+(0.0013888*x))/(1.+(0.00237283*x))))+0.13231344521045685" 
2, mujets, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.888683*((1.+(0.0013888*x))/(1.+(0.00237283*x))))+0.14098398387432098" 
2, mujets, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.888683*((1.+(0.0013888*x))/(1.+(0.00237283*x))))+0.17924965918064117" 
2, mujets, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.888683*((1.+(0.0013888*x))/(1.+(0.00237283*x))))+0.12903264164924622" 
2, mujets, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.888683*((1.+(0.0013888*x))/(1.+(0.00237283*x))))+0.30970701575279236" 
2, mujets, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.888683*((1.+(0.0013888*x))/(1.+(0.00237283*x))))+0.054232966154813766" 
2, mujets, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.888683*((1.+(0.0013888*x))/(1.+(0.00237283*x))))+0.027983507141470909" 
2, mujets, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.888683*((1.+(0.0013888*x))/(1.+(0.00237283*x))))+0.035175953060388565" 
2, mujets, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.888683*((1.+(0.0013888*x))/(1.+(0.00237283*x))))+0.028692517429590225" 
2, mujets, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.888683*((1.+(0.0013888*x))/(1.+(0.00237283*x))))+0.037803839892148972" 
2, mujets, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.888683*((1.+(0.0013888*x))/(1.+(0.00237283*x))))+0.040281139314174652" 
2, mujets, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.888683*((1.+(0.0013888*x))/(1.+(0.00237283*x))))+0.05121418833732605" 
2, mujets, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.888683*((1.+(0.0013888*x))/(1.+(0.00237283*x))))+0.036866471171379089" 
2, mujets, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.888683*((1.+(0.0013888*x))/(1.+(0.00237283*x))))+0.088487721979618073" 
0, incl, central, 2, 0, 2.5, 20, 1000, 0, 1, "1.00414+0.000676302*x+-1.18036e-06*x*x+6.51906e-10*x*x*x" 
0, incl, down, 2, 0, 2.5, 20, 1000, 0, 1, "(1.00414+0.000676302*x+-1.18036e-06*x*x+6.51906e-10*x*x*x)*(1-(0.0407333+0.000367464*x+-3.1386e-07*x*x))" 
0, incl, down_correlated, 2, 0, 2.5, 20, 1000, 0, 1, "(1.00414+0.000676302*x+-1.18036e-06*x*x+6.51906e-10*x*x*x)*(1-(0.00351572+0.000489286*x+-4.23388e-07*x*x))" 
0, incl, down_uncorrelated, 2, 0, 2.5, 20, 1000, 0, 1, "(1.00414+0.000676302*x+-1.18036e-06*x*x+6.51906e-10*x*x*x)*(1-(0.0517384))" 
0, incl, up, 2, 0, 2.5, 20, 1000, 0, 1, "(1.00414+0.000676302*x+-1.18036e-06*x*x+6.51906e-10*x*x*x)*(1+(0.0407333+0.000367464*x+-3.1386e-07*x*x))" 
0, incl, up_correlated, 2, 0, 2.5, 20, 1000, 0, 1, "(1.00414+0.000676302*x+-1.18036e-06*x*x+6.51906e-10*x*x*x)*(1+(0.00351572+0.000489286*x+-4.23388e-07*x*x))" 
0, incl, up_uncorrelated, 2, 0, 2.5, 20, 1000, 0, 1, "(1.00414+0.000676302*x+-1.18036e-06*x*x+6.51906e-10*x*x*x)*(1+(0.0517384))" 
1, incl, central, 2, 0, 2.5, 20, 1000, 0, 1, "0.924219+0.000156079*x+9.65854e-07*x*x+-1.72342e-09*x*x*x" 
1, incl, down, 2, 0, 2.5, 20, 1000, 0, 1, "(0.924219+0.000156079*x+9.65854e-07*x*x+-1.72342e-09*x*x*x)*(1-(0.152897+3.95267e-06*x+4.29847e-08*x*x))" 
1, incl, down_correlated, 2, 0, 2.5, 20, 1000, 0, 1, "(0.924219+0.000156079*x+9.65854e-07*x*x+-1.72342e-09*x*x*x)*(1-(0.090887+8.60131e-06*x+6.11169e-08*x*x))" 
1, incl, down_uncorrelated, 2, 0, 2.5, 20, 1000, 0, 1, "(0.924219+0.000156079*x+9.65854e-07*x*x+-1.72342e-09*x*x*x)*(1-(0.122769))" 
1, incl, up, 2, 0, 2.5, 20, 1000, 0, 1, "(0.924219+0.000156079*x+9.65854e-07*x*x+-1.72342e-09*x*x*x)*(1+(0.152897+3.95267e-06*x+4.29847e-08*x*x))" 
1, incl, up_correlated, 2, 0, 2.5, 20, 1000, 0, 1, "(0.924219+0.000156079*x+9.65854e-07*x*x+-1.72342e-09*x*x*x)*(1+(0.090887+8.60131e-06*x+6.11169e-08*x*x))" 
1, incl, up_uncorrelated, 2, 0, 2.5, 20, 1000, 0, 1, "(0.924219+0.000156079*x+9.65854e-07*x*x+-1.72342e-09*x*x*x)*(1+(0.122769))" 
2, incl, central, 2, 0, 2.5, 20, 1000, 0, 1, "0.612817+1.22735/sqrt(x)" 
2, incl, down, 2, 0, 2.5, 20, 1000, 0, 1, "(0.612817+1.22735/sqrt(x))*(1-(0.489597+-0.000723051*x+7.75832e-07*x*x))" 
2, incl, down_correlated, 2, 0, 2.5, 20, 1000, 0, 1, "(0.612817+1.22735/sqrt(x))*(1-(0.428913+-0.00102061*x+1.117e-06*x*x))" 
2, incl, down_uncorrelated, 2, 0, 2.5, 20, 1000, 0, 1, "(0.612817+1.22735/sqrt(x))*(1-(0.251811))" 
2, incl, up, 2, 0, 2.5, 20, 1000, 0, 1, "(0.612817+1.22735/sqrt(x))*(1+(0.489597+-0.000723051*x+7.75832e-07*x*x))" 
2, incl, up_correlated, 2, 0, 2.5, 20, 1000, 0, 1, "(0.612817+1.22735/sqrt(x))*(1+(0.428913+-0.00102061*x+1.117e-06*x*x))" 
2, incl, up_uncorrelated, 2, 0, 2.5, 20, 1000, 0, 1, "(0.612817+1.22735/sqrt(x))*(1+(0.251811))" 
