DeepCSV;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
0, mujets, down, 1, -2.5, 2.5, 70, 100, 0, 1, "1.24365+((-(0.0103973*(log(x+19)*(log(x+18)*(3-(0.352579*log(x+18)))))))-0.052260570228099823)" 
0, mujets, down, 1, -2.5, 2.5, 100, 140, 0, 1, "1.24365+((-(0.0103973*(log(x+19)*(log(x+18)*(3-(0.352579*log(x+18)))))))-0.073933936655521393)" 
0, mujets, down, 1, -2.5, 2.5, 140, 200, 0, 1, "1.24365+((-(0.0103973*(log(x+19)*(log(x+18)*(3-(0.352579*log(x+18)))))))-0.0899462029337883)" 
0, mujets, down, 1, -2.5, 2.5, 200, 300, 0, 1, "1.24365+((-(0.0103973*(log(x+19)*(log(x+18)*(3-(0.352579*log(x+18)))))))-0.21202659606933594)" 
0, mujets, down, 1, -2.5, 2.5, 300, 600, 0, 1, "1.24365+((-(0.0103973*(log(x+19)*(log(x+18)*(3-(0.352579*log(x+18)))))))-0.1437404453754425)" 
0, mujets, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "1.24365+((-(0.0103973*(log(x+19)*(log(x+18)*(3-(0.352579*log(x+18)))))))-0.18414698541164398)" 
0, mujets, down, 0, -2.5, 2.5, 20, 30, 0, 1, "1.24365+((-(0.0103973*(log(x+19)*(log(x+18)*(3-(0.352579*log(x+18)))))))-0.041162680834531784)" 
0, mujets, down, 0, -2.5, 2.5, 30, 50, 0, 1, "1.24365+((-(0.0103973*(log(x+19)*(log(x+18)*(3-(0.352579*log(x+18)))))))-0.020236082375049591)" 
0, mujets, down, 0, -2.5, 2.5, 50, 70, 0, 1, "1.24365+((-(0.0103973*(log(x+19)*(log(x+18)*(3-(0.352579*log(x+18)))))))-0.017799187451601028)" 
0, mujets, down, 0, -2.5, 2.5, 70, 100, 0, 1, "1.24365+((-(0.0103973*(log(x+19)*(log(x+18)*(3-(0.352579*log(x+18)))))))-0.020904228091239929)" 
0, mujets, down, 0, -2.5, 2.5, 100, 140, 0, 1, "1.24365+((-(0.0103973*(log(x+19)*(log(x+18)*(3-(0.352579*log(x+18)))))))-0.029573574662208557)" 
0, mujets, down, 0, -2.5, 2.5, 140, 200, 0, 1, "1.24365+((-(0.0103973*(log(x+19)*(log(x+18)*(3-(0.352579*log(x+18)))))))-0.03597848117351532)" 
0, mujets, down, 0, -2.5, 2.5, 200, 300, 0, 1, "1.24365+((-(0.0103973*(log(x+19)*(log(x+18)*(3-(0.352579*log(x+18)))))))-0.084810636937618256)" 
0, mujets, down, 0, -2.5, 2.5, 300, 600, 0, 1, "1.24365+((-(0.0103973*(log(x+19)*(log(x+18)*(3-(0.352579*log(x+18)))))))-0.057496178895235062)" 
0, mujets, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "1.24365+((-(0.0103973*(log(x+19)*(log(x+18)*(3-(0.352579*log(x+18)))))))-0.073658794164657593)" 
0, mujets, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(1.24365+(-(0.0103973*(log(x+19)*(log(x+18)*(3-(0.352579*log(x+18))))))))+0.10290670394897461" 
0, mujets, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(1.24365+(-(0.0103973*(log(x+19)*(log(x+18)*(3-(0.352579*log(x+18))))))))+0.050590205937623978" 
0, mujets, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(1.24365+(-(0.0103973*(log(x+19)*(log(x+18)*(3-(0.352579*log(x+18))))))))+0.044497966766357422" 
0, mujets, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(1.24365+(-(0.0103973*(log(x+19)*(log(x+18)*(3-(0.352579*log(x+18))))))))+0.052260570228099823" 
0, mujets, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(1.24365+(-(0.0103973*(log(x+19)*(log(x+18)*(3-(0.352579*log(x+18))))))))+0.073933936655521393" 
0, mujets, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(1.24365+(-(0.0103973*(log(x+19)*(log(x+18)*(3-(0.352579*log(x+18))))))))+0.0899462029337883" 
0, mujets, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(1.24365+(-(0.0103973*(log(x+19)*(log(x+18)*(3-(0.352579*log(x+18))))))))+0.21202659606933594" 
0, mujets, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(1.24365+(-(0.0103973*(log(x+19)*(log(x+18)*(3-(0.352579*log(x+18))))))))+0.1437404453754425" 
0, mujets, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(1.24365+(-(0.0103973*(log(x+19)*(log(x+18)*(3-(0.352579*log(x+18))))))))+0.18414698541164398" 
0, mujets, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(1.24365+(-(0.0103973*(log(x+19)*(log(x+18)*(3-(0.352579*log(x+18))))))))+0.041162680834531784" 
0, mujets, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(1.24365+(-(0.0103973*(log(x+19)*(log(x+18)*(3-(0.352579*log(x+18))))))))+0.020236082375049591" 
0, mujets, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(1.24365+(-(0.0103973*(log(x+19)*(log(x+18)*(3-(0.352579*log(x+18))))))))+0.017799187451601028" 
