#Contacts: Martin Flechl, Steve Sekula, Maria Ubiali, Date: Apr 8, 2015
#######################################################################
#IF YOU USE THESE NUMBERS, CITE *AT LEAST* THE REFERENCES GIVEN HERE: https://twiki.cern.ch/twiki/bin/view/LHCPhysics/LHCHXSWGMSSMCharged#Citation_guide
#######################################################################
#A preliminary version of grid of Santander-matched cross sections in tan beta (0.1-60) and mH+ (200-1000 GeV), sqrt(s)=13 TeV, in units of GeV and picobarn.
#Also given are total uncertainties (PDF, alphas, scale, mb). Numbers are for 2HDM type-II (a la MSSM), but without SQCD corrections.
#The uncertainties at very low tan beta might not be accurate, please use with care and only after discussing with the authors.
#The numbers for type-II 2HDM can also be applied to type I/III/IV, if you follow the recipe outline at the end of Section 6 of arXiv:1409.5615
mhp tb xsec unc- unc+
500 0.9 0.405776 0.0784967 0.0748501 
500 1 0.32872 0.0636138 0.060657 
500 2 0.0823861 0.0158923 0.0151521 
500 3 0.0371649 0.0071758 0.00684133 
500 4 0.0217732 0.0042112 0.00401394 
500 5 0.0150724 0.00291369 0.00277483 
500 6 0.0118911 0.00229745 0.00218551 
500 7 0.0105289 0.00199501 0.00189329 
500 8 0.0101361 0.00193392 0.00183333 
500 9 0.0104141 0.00198994 0.00188432 
500 10 0.0110955 0.00211031 0.00199537 
500 11 0.0122086 0.00234795 0.00221978 
500 12 0.013571 0.00260029 0.00245624 
500 13 0.0152205 0.00289532 0.00273275 
500 14 0.0170471 0.00326484 0.00308126 
500 15 0.0190998 0.00362144 0.00341507 
500 16 0.021366 0.00403978 0.00380802 
500 17 0.0238265 0.00455684 0.00429799 
500 18 0.026417 0.00503126 0.00474298 
500 19 0.0292394 0.00556463 0.0052451 
500 20 0.0322323 0.00613943 0.00578768 
500 25 0.0495957 0.00941446 0.00887119 
500 30 0.0710838 0.0135503 0.0127694 
500 35 0.0964935 0.0184127 0.0173515 
500 40 0.125873 0.0239407 0.022556 
500 45 0.159159 0.030371 0.0286194 
500 50 0.196412 0.0373858 0.0352269 
500 55 0.23781 0.0452272 0.042614 
500 60 0.283058 0.0540705 0.050954 
520 0.1 28.7219 5.60959 5.45711 
520 0.2 7.18519 1.40077 1.36241 
520 0.3 3.19061 0.627164 0.610138 
520 0.4 1.79658 0.352289 0.342718 
520 0.5 1.15036 0.225191 0.219058 
520 0.6 0.797836 0.156156 0.151899 
520 0.7 0.586432 0.114685 0.111553 
520 0.8 0.448709 0.0881337 0.0857422 
520 0.9 0.354736 0.0691664 0.0672727 
520 1 0.287683 0.0562544 0.054719 
520 2 0.0720769 0.0140895 0.013705 
520 3 0.0324935 0.00635308 0.00617938 
520 4 0.0190266 0.00368841 0.00358587 
520 5 0.0131789 0.00257959 0.00250748 
520 6 0.0104597 0.00204227 0.00198397 
520 7 0.00920879 0.00178503 0.00173215 
520 8 0.00885717 0.00171833 0.00166616 
520 9 0.00907649 0.00175257 0.00169788 
520 10 0.00971057 0.00187564 0.00181586 
520 11 0.0106343 0.00207212 0.00200566 
520 12 0.0118609 0.0022956 0.00222107 
520 13 0.0132426 0.00254937 0.00246491 
520 14 0.0148713 0.00285555 0.00276048 
520 15 0.016686 0.00320915 0.00310179 
520 16 0.0186762 0.00360313 0.00348279 
520 17 0.0207899 0.00403567 0.00390118 
520 18 0.0230569 0.004445 0.00429531 
520 19 0.0255252 0.00494428 0.004779 
520 20 0.0281223 0.00541063 0.0052276 
520 25 0.0432721 0.00835031 0.0080684 
520 30 0.0619807 0.011971 0.0115672 
520 35 0.0841515 0.0162279 0.0156788 
520 40 0.109763 0.0210765 0.0203584 
520 45 0.138856 0.0267307 0.0258224 
520 50 0.171297 0.0327168 0.0315996 
520 55 0.20729 0.0399432 0.0385868 
520 60 0.246623 0.0474985 0.0458844 
540 0.1 25.269 4.87682 4.839 
540 0.2 6.33091 1.22134 1.21178 
540 0.3 2.81241 0.541806 0.537573 
540 0.4 1.5837 0.306736 0.304347 
540 0.5 1.01549 0.196205 0.194676 
540 0.6 0.703592 0.135344 0.134283 
540 0.7 0.517283 0.100141 0.0993599 
540 0.8 0.395649 0.0763212 0.0757257 
540 0.9 0.312738 0.0604678 0.0599969 
540 1 0.253323 0.0489051 0.0485228 
540 2 0.0635826 0.0123674 0.0122713 
540 3 0.0286588 0.00550924 0.00546581 
540 4 0.0167475 0.00322977 0.00320424 
540 5 0.0116201 0.00225541 0.00223751 
540 6 0.009186 0.00177544 0.00176094 
540 7 0.00810417 0.00156118 0.00154802 
540 8 0.00779296 0.00149448 0.00148153 
540 9 0.00799499 0.00153804 0.00152437 
540 10 0.00854385 0.00163891 0.00162406 
540 11 0.0093625 0.00178663 0.00177014 
540 12 0.0104476 0.00199083 0.00197218 
540 13 0.0116764 0.00220626 0.00218533 
540 14 0.0130872 0.00251268 0.00248902 
540 15 0.0146561 0.00280347 0.00277674 
540 16 0.0163859 0.00311826 0.00308838 
540 17 0.0182873 0.00350662 0.00347319 
540 18 0.0202956 0.00389291 0.00385572 
540 19 0.0224655 0.0042779 0.00423659 
540 20 0.0247571 0.00472233 0.00467684 
540 25 0.0380151 0.00724533 0.0071753 
540 30 0.054461 0.0103668 0.0102665 
540 35 0.0740069 0.0141098 0.0139731 
540 40 0.0964975 0.0183981 0.0182202 
540 45 0.122366 0.0233823 0.0231557 
540 50 0.150287 0.0285518 0.0282746 
540 55 0.182535 0.0347201 0.0343833 
540 60 0.217003 0.0412916 0.0408902 
560 0.1 22.2017 4.36976 4.32916 
560 0.2 5.56391 1.08494 1.0747 
560 0.3 2.47651 0.487131 0.482574 
560 0.4 1.39 0.270616 0.268062 
560 0.5 0.889679 0.1747 0.173066 
560 0.6 0.618315 0.120807 0.119669 
560 0.7 0.454503 0.089277 0.0884398 
560 0.8 0.34795 0.0679593 0.0673172 
560 0.9 0.274722 0.053666 0.0531609 
560 1 0.222445 0.0438681 0.0434587 
560 2 0.0558988 0.0109447 0.0108416 
560 3 0.0251712 0.00492558 0.00487911 
560 4 0.0147434 0.00288749 0.0028602 
560 5 0.0102229 0.00201566 0.00199636 
560 6 0.00807136 0.00157622 0.00156066 
560 7 0.00711948 0.00139904 0.00138494 
560 8 0.00684371 0.00133619 0.00132229 
560 9 0.00701677 0.00136456 0.00134994 
560 10 0.00749107 0.00146296 0.00144707 
560 11 0.00822384 0.00160123 0.00158349 
560 12 0.00913911 0.00176961 0.00174973 
560 13 0.0102466 0.00199873 0.00197623 
560 14 0.0114813 0.00222004 0.00219473 
560 15 0.012874 0.00252664 0.00249811 
560 16 0.0144068 0.00278693 0.00275492 
560 17 0.0160525 0.00308591 0.0030501 
560 18 0.0177945 0.00342844 0.00338866 
560 19 0.0197069 0.00380909 0.00376486 
560 20 0.0216554 0.00421352 0.00416514 
560 25 0.0333423 0.00648305 0.00640798 
560 30 0.0477953 0.00923015 0.00912238 
560 35 0.0648035 0.0124984 0.0123528 
560 40 0.0847258 0.0163814 0.0161898 
560 45 0.107251 0.0205535 0.0203111 
560 50 0.13214 0.0253948 0.0250967 
560 55 0.160089 0.0309241 0.0305636 
560 60 0.190538 0.036945 0.0365139 
580 0.1 19.5987 3.90834 3.89116 
580 0.2 4.89603 0.976839 0.972522 
580 0.3 2.17803 0.435717 0.433794 
580 0.4 1.22687 0.246238 0.245155 
580 0.5 0.783929 0.156198 0.155506 
580 0.6 0.544497 0.108918 0.108437 
580 0.7 0.400343 0.0799605 0.0796072 
580 0.8 0.306286 0.0611496 0.0608791 
580 0.9 0.242035 0.0482299 0.0480163 
580 1 0.196365 0.039209 0.0390357 
580 2 0.0491758 0.00979228 0.00974884 
580 3 0.0221827 0.00441831 0.00439865 
580 4 0.0129745 0.0025944 0.00258283 
580 5 0.00899405 0.00179287 0.00178472 
580 6 0.00710505 0.001415 0.00140842 
580 7 0.00626572 0.00124773 0.00124177 
580 8 0.00602473 0.00119225 0.00118637 
580 9 0.00616913 0.00122245 0.00121629 
580 10 0.00659161 0.00130768 0.00130097 
580 11 0.00721918 0.00143346 0.00142602 
580 12 0.00803126 0.00158586 0.00157747 
580 13 0.00898832 0.00177959 0.00177014 
580 14 0.0100813 0.00199038 0.00197969 
580 15 0.0112899 0.00223674 0.0022247 
580 16 0.0126168 0.00249535 0.00248185 
580 17 0.0140888 0.00280733 0.00279226 
580 18 0.0156239 0.00309842 0.00308167 
580 19 0.0172693 0.00341066 0.00339207 
580 20 0.0190427 0.00377573 0.00375526 
580 25 0.029328 0.00579469 0.00576307 
580 30 0.0419563 0.00827132 0.00822601 
580 35 0.0569981 0.011311 0.0112495 
580 40 0.0743446 0.0146937 0.0146133 
580 45 0.0940827 0.0185427 0.018441 
580 50 0.116021 0.0226752 0.0225497 
580 55 0.140527 0.0280477 0.0278956 
580 60 0.16702 0.0330948 0.0329139 
600 0.1 17.3253 3.41496 3.38321 
600 0.2 4.34058 0.853139 0.845154 
600 0.3 1.92959 0.380921 0.377373 
600 0.4 1.0858 0.210847 0.208852 
600 0.5 0.694502 0.136644 0.135368 
600 0.6 0.481892 0.0945952 0.0937104 
600 0.7 0.353821 0.0696458 0.068996 
600 0.8 0.271528 0.0533908 0.0528917 
600 0.9 0.214427 0.0423789 0.0419845 
600 1 0.173557 0.0342145 0.0338946 
600 2 0.0435623 0.00852189 0.00844165 
600 3 0.0196528 0.00384022 0.00380392 
600 4 0.0116255 0.00241029 0.00238801 
600 5 0.00795752 0.0015587 0.00154369 
600 6 0.00628812 0.00122847 0.00121636 
600 7 0.00554663 0.00108807 0.00107707 
600 8 0.00532835 0.00104256 0.00103175 
600 9 0.00545991 0.00106273 0.00105135 
600 10 0.00582862 0.0011328 0.00112042 
600 11 0.00638865 0.00124306 0.0012293 
600 12 0.00710474 0.00138076 0.00136528 
600 13 0.00795265 0.00155134 0.00153392 
600 14 0.00892602 0.00173797 0.00171827 
600 15 0.00998781 0.00195096 0.00192887 
600 16 0.0111773 0.00219006 0.00216527 
600 17 0.0124373 0.00243581 0.00240806 
600 18 0.013872 0.00270977 0.00267884 
600 19 0.0153181 0.00298501 0.0029508 
600 20 0.0168685 0.0032934 0.00325568 
600 25 0.0259502 0.00507302 0.00501481 
600 30 0.0371099 0.00727752 0.00719406 
600 35 0.0504353 0.00986138 0.00974778 
600 40 0.065758 0.0128594 0.0127115 
600 45 0.0832245 0.0163269 0.0161396 
600 50 0.102763 0.0200574 0.0198257 
600 55 0.124696 0.0243495 0.0240693 
600 60 0.147621 0.0288547 0.0285214 
620 0.1 15.2954 3.02429 2.98911 
620 0.2 3.83592 0.76089 0.752046 
620 0.3 1.6983 0.345289 0.341441 
620 0.4 0.96033 0.191216 0.188998 
620 0.5 0.611996 0.123046 0.121648 
620 0.6 0.425847 0.0851704 0.0841893 
620 0.7 0.313397 0.0622808 0.0615572 
620 0.8 0.240097 0.0481288 0.0475711 
620 0.9 0.188995 0.0380209 0.0375869 
620 1 0.152931 0.030541 0.0301894 
620 2 0.0385131 0.00765667 0.00756781 
620 3 0.0173757 0.0034459 0.00340563 
620 4 0.0101999 0.00202001 0.00199627 
620 5 0.0070297 0.00139986 0.00138327 
620 6 0.00555465 0.00109959 0.00108614 
620 7 0.00490169 0.000968185 0.000955983 
620 8 0.00470571 0.000930996 0.000918983 
620 9 0.00481894 0.000949992 0.000937375 
620 10 0.00514674 0.00101525 0.00100153 
620 11 0.00563133 0.00110666 0.00109144 
620 12 0.00626595 0.00123079 0.00121365 
620 13 0.00700436 0.00138221 0.00136294 
620 14 0.00786701 0.00154463 0.0015228 
620 15 0.00881297 0.00173258 0.00170805 
620 16 0.00984025 0.00194392 0.00191649 
620 17 0.0109504 0.00215308 0.00212231 
620 18 0.0121856 0.00239682 0.00236253 
620 19 0.0134944 0.00265395 0.00261615 
620 20 0.0148479 0.00292098 0.00287923 
620 25 0.0227957 0.0045038 0.00443996 
620 30 0.0326771 0.00646776 0.00637573 
620 35 0.0444024 0.00873464 0.00860922 
620 40 0.058009 0.011417 0.0112526 
620 45 0.0732191 0.0145443 0.0143383 
620 50 0.09051 0.01781 0.0175538 
620 55 0.109802 0.0216061 0.0212953 
620 60 0.130311 0.0256631 0.0252944 
640 0.1 13.656 2.70404 2.68863 
640 0.2 3.40793 0.679342 0.675472 
640 0.3 1.51551 0.302466 0.300745 
640 0.4 0.852686 0.170085 0.169117 
640 0.5 0.545874 0.10859 0.107969 
640 0.6 0.378942 0.0756339 0.0752035 
640 0.7 0.278334 0.0551398 0.0548237 
640 0.8 0.213542 0.0423087 0.0420661 
640 0.9 0.168567 0.0334014 0.0332105 
640 1 0.136643 0.0271334 0.0269788 
640 2 0.0342533 0.00681429 0.00677545 
640 3 0.015455 0.00307839 0.00306079 
640 4 0.00903472 0.00179915 0.00178879 
640 5 0.00625325 0.00124135 0.00123405 
640 6 0.004941 0.000978508 0.000972615 
640 7 0.00435104 0.000862387 0.000857065 
640 8 0.00418103 0.000830832 0.000825581 
640 9 0.00428228 0.00085021 0.000844708 
640 10 0.00457349 0.000909553 0.00090356 
640 11 0.00502115 0.00099911 0.000992441 
640 12 0.00557772 0.00111498 0.0011075 
640 13 0.0062468 0.00125428 0.00124584 
640 14 0.00700263 0.00140636 0.00139686 
640 15 0.00784586 0.00157738 0.00156667 
640 16 0.00877723 0.00176285 0.00175084 
640 17 0.00977811 0.00196313 0.00194972 
640 18 0.0108738 0.00218534 0.00217044 
640 19 0.0120212 0.00241038 0.00239383 
640 20 0.0132496 0.00265998 0.00264176 
640 25 0.0203732 0.00410091 0.00407276 
640 30 0.0291436 0.00585646 0.0058161 
640 35 0.039551 0.00793164 0.00787684 
640 40 0.0516342 0.0103734 0.0103017 
640 45 0.0653177 0.0131195 0.0130289 
640 50 0.0805681 0.0162075 0.0160958 
640 55 0.0974963 0.01963 0.0194951 
640 60 0.116292 0.0234116 0.0232509 
660 0.1 12.1133 2.34247 2.34297 
660 0.2 3.0343 0.587839 0.587964 
660 0.3 1.35083 0.263936 0.263992 
660 0.4 0.758845 0.147484 0.147515 
660 0.5 0.48544 0.094393 0.0944131 
660 0.6 0.337054 0.0656275 0.0656415 
660 0.7 0.24778 0.0483146 0.0483249 
660 0.8 0.189548 0.0370151 0.0370229 
660 0.9 0.149933 0.0293976 0.0294037 
660 1 0.121262 0.023486 0.023491 
660 2 0.0304623 0.00590796 0.00590922 
660 3 0.0137227 0.00267843 0.002679 
660 4 0.00792889 0.00156065 0.00156096 
660 5 0.00556457 0.00108091 0.00108114 
660 6 0.00439326 0.000855437 0.000855627 
660 7 0.00387441 0.000758471 0.000758644 
660 8 0.00372654 0.000731181 0.000731351 
660 9 0.00382198 0.000752924 0.000753102 
660 10 0.00407824 0.000804522 0.000804715 
660 11 0.00447283 0.000886545 0.00088676 
660 12 0.00496998 0.000987308 0.000987551 
660 13 0.00556574 0.00110446 0.00110473 
660 14 0.00624553 0.00124327 0.00124358 
660 15 0.00699591 0.00139066 0.00139101 
660 16 0.00781624 0.00155539 0.00155578 
660 17 0.00872196 0.00174344 0.00174388 
660 18 0.00967095 0.00192526 0.00192574 
660 19 0.0107131 0.00213426 0.0021348 
660 20 0.0117617 0.00234455 0.00234514 
660 25 0.0181519 0.00361599 0.0036169 
660 30 0.0260017 0.0051831 0.0051844 
660 35 0.0352987 0.007031 0.00703277 
660 40 0.0459641 0.00915507 0.00915738 
660 45 0.0581604 0.0115991 0.0116021 
660 50 0.071772 0.0143191 0.0143227 
660 55 0.0868872 0.0173327 0.0173371 
660 60 0.103321 0.0205988 0.020604 
680 0.1 10.8183 2.20388 2.21335 
680 0.2 2.71029 0.545128 0.547505 
680 0.3 1.20649 0.244489 0.245546 
680 0.4 0.678116 0.137089 0.137683 
680 0.5 0.433973 0.0878305 0.0882116 
680 0.6 0.301124 0.0605921 0.0608561 
680 0.7 0.221699 0.0447412 0.0449356 
680 0.8 0.169563 0.034505 0.0346538 
680 0.9 0.134055 0.0269532 0.0270708 
680 1 0.108649 0.021762 0.0218572 
680 2 0.0272034 0.00546962 0.0054935 
680 3 0.0122663 0.00247863 0.00248941 
680 4 0.00717987 0.00145543 0.00146179 
680 5 0.00497177 0.00100599 0.00101046 
680 6 0.0039247 0.00079237 0.000795987 
680 7 0.00345668 0.000697892 0.000701156 
680 8 0.00332562 0.000674496 0.000677719 
680 9 0.00340135 0.000693332 0.000696705 
680 10 0.00363547 0.000742308 0.000745981 
680 11 0.00398619 0.000814216 0.000818292 
680 12 0.00443138 0.000910575 0.000915158 
680 13 0.00495469 0.00101715 0.00102231 
680 14 0.00555946 0.0011427 0.00114852 
680 15 0.00623038 0.00128203 0.00128859 
680 16 0.00696881 0.00143847 0.00144584 
680 17 0.00776243 0.00160028 0.00160849 
680 18 0.00861086 0.00177477 0.00178389 
680 19 0.00952401 0.00196132 0.00197143 
680 20 0.0105084 0.00216643 0.00217757 
680 25 0.0161184 0.00332849 0.00334571 
680 30 0.0231276 0.00477082 0.00479549 
680 35 0.0314072 0.00647058 0.00650413 
680 40 0.0410122 0.00846817 0.00851197 
680 45 0.051866 0.0106974 0.0107528 
680 50 0.0639888 0.0132109 0.0132794 
680 55 0.0774039 0.0159801 0.0160629 
680 60 0.0921185 0.0190062 0.0191048 
700 0.1 9.58067 1.94868 1.93703 
700 0.2 2.40276 0.491586 0.488657 
700 0.3 1.06996 0.218589 0.217286 
700 0.4 0.600504 0.123058 0.122325 
700 0.5 0.384481 0.0789531 0.0784843 
700 0.6 0.266919 0.0543219 0.0539964 
700 0.7 0.196104 0.0402458 0.0400064 
700 0.8 0.150349 0.0306434 0.03046 
700 0.9 0.118513 0.0240839 0.0239391 
700 1 0.095971 0.0194996 0.0193823 
700 2 0.0241264 0.00493903 0.0049096 
700 3 0.0109014 0.00222608 0.00221276 
700 4 0.00635837 0.00130417 0.00129635 
700 5 0.00439865 0.00090131 0.00089581 
700 6 0.00347468 0.000711425 0.000706992 
700 7 0.00305788 0.000626472 0.000622455 
700 8 0.00293565 0.00059784 0.000593879 
700 9 0.00300631 0.000613698 0.000609552 
700 10 0.00320515 0.00065515 0.000650646 
700 11 0.00351344 0.0007198 0.000714788 
700 12 0.00390692 0.000801408 0.000795789 
700 13 0.00437408 0.000900059 0.000893714 
700 14 0.00490364 0.00100921 0.00100204 
700 15 0.00549334 0.00112971 0.00112167 
700 16 0.00614661 0.00126896 0.00125991 
700 17 0.0068446 0.00141178 0.00140169 
700 18 0.00760039 0.00156603 0.00155481 
700 19 0.00840049 0.0017306 0.00171818 
700 20 0.00925507 0.00190649 0.00189281 
700 25 0.0142847 0.00295231 0.00293113 
700 30 0.0204311 0.00423077 0.00420038 
700 35 0.0276876 0.0057177 0.0056765 
700 40 0.0361836 0.00748191 0.00742801 
700 45 0.0456842 0.00943552 0.00936748 
700 50 0.0564106 0.0116663 0.0115823 
700 55 0.0682655 0.0140855 0.0139838 
700 60 0.0812402 0.0167576 0.0166366 
720 0.1 8.62285 1.74001 1.72892 
720 0.2 2.16169 0.436331 0.433547 
720 0.3 0.959409 0.19373 0.192491 
720 0.4 0.539398 0.108922 0.108225 
720 0.5 0.34529 0.0697168 0.069271 
720 0.6 0.239635 0.0483912 0.0480816 
720 0.7 0.17648 0.035628 0.0354004 
720 0.8 0.134823 0.0272222 0.0270481 
720 0.9 0.106619 0.0215194 0.0213821 
720 1 0.0863367 0.0174336 0.0173221 
720 2 0.0216347 0.00436881 0.00434085 
720 3 0.00979721 0.00197825 0.00196559 
720 4 0.00571617 0.00115555 0.00114811 
720 5 0.00395359 0.000801008 0.000795782 
720 6 0.00312637 0.00063578 0.000631542 
720 7 0.00275181 0.000561601 0.000557782 
720 8 0.00264508 0.000542144 0.000538371 
720 9 0.00271035 0.000557135 0.000553197 
720 10 0.00288921 0.000595805 0.000591522 
720 11 0.00316417 0.000653781 0.000649035 
720 12 0.00351994 0.000728424 0.000723094 
720 13 0.00394125 0.000817091 0.000811057 
720 14 0.00441735 0.00091756 0.000910762 
720 15 0.00494576 0.00102679 0.00101915 
720 16 0.00552846 0.00114901 0.00114043 
720 17 0.00616205 0.00128663 0.00127704 
720 18 0.0068352 0.001425 0.00141436 
720 19 0.00756365 0.00157544 0.00156362 
720 20 0.00833167 0.00173728 0.00172427 
720 25 0.0128191 0.0027033 0.00268322 
720 30 0.0183439 0.00383494 0.00380602 
720 35 0.0249195 0.00518783 0.00514872 
720 40 0.0325295 0.00678738 0.00673629 
720 45 0.0411362 0.0086016 0.00853706 
720 50 0.0507677 0.0105997 0.0105199 
720 55 0.0614389 0.0128506 0.012754 
720 60 0.0730931 0.0152725 0.0151575 
740 0.1 7.67898 1.61698 1.62658 
740 0.2 1.92174 0.405903 0.408321 
740 0.3 0.854229 0.179895 0.180967 
740 0.4 0.480675 0.101344 0.101949 
740 0.5 0.307535 0.064734 0.0651209 
740 0.6 0.213923 0.0451397 0.045408 
740 0.7 0.157165 0.0331421 0.0333389 
740 0.8 0.120541 0.025404 0.0255552 
740 0.9 0.0950234 0.0200689 0.0201879 
740 1 0.0768738 0.0161539 0.0162503 
740 2 0.0193037 0.0040842 0.00410844 
740 3 0.00870171 0.00183184 0.00184278 
740 4 0.0050897 0.00107002 0.00107648 
740 5 0.00351996 0.000741361 0.000745881 
740 6 0.00277546 0.000581686 0.000585335 
740 7 0.002444 0.000514033 0.000517332 
740 8 0.00234518 0.000496065 0.000499316 
740 9 0.00240322 0.000509669 0.000513082 
740 10 0.00256583 0.000545839 0.000549541 
740 11 0.00280998 0.000598072 0.000602186 
740 12 0.00312104 0.000665136 0.000669744 
740 13 0.00349689 0.00074687 0.000752086 
740 14 0.00391772 0.000837889 0.000843756 
740 15 0.00439399 0.000940906 0.000947526 
740 16 0.00491302 0.00105221 0.00105961 
740 17 0.00547102 0.00117113 0.00117941 
740 18 0.00607064 0.00129926 0.00130844 
740 19 0.00672344 0.00144209 0.0014523 
740 20 0.00739748 0.00158733 0.00159858 
740 25 0.0114174 0.00244326 0.00246057 
740 30 0.0163405 0.00350397 0.00352888 
740 35 0.0221734 0.00475689 0.00479074 
740 40 0.0289263 0.00621051 0.00625471 
740 45 0.0365699 0.0078329 0.00788867 
740 50 0.0450582 0.00966155 0.00973031 
740 55 0.0545824 0.0116942 0.0117776 
740 60 0.0649231 0.0139171 0.0140164 
760 0.1 6.87699 1.44747 1.45636 
760 0.2 1.72126 0.362249 0.364473 
760 0.3 0.764811 0.160995 0.161985 
760 0.4 0.429878 0.0904751 0.0910307 
760 0.5 0.275416 0.0580046 0.0583624 
760 0.6 0.191449 0.0403011 0.0405488 
760 0.7 0.140548 0.0295952 0.0297775 
760 0.8 0.107703 0.0226671 0.0228063 
760 0.9 0.0849536 0.0178837 0.0179936 
760 1 0.0689104 0.0145089 0.0145982 
760 2 0.0172517 0.00363479 0.00365727 
760 3 0.0077921 0.00164123 0.00165136 
760 4 0.00455145 0.000959203 0.000965145 
760 5 0.0031544 0.000665901 0.000670073 
760 6 0.00249078 0.000527227 0.000530589 
760 7 0.00219108 0.000465985 0.000469046 
760 8 0.00210522 0.000448987 0.000451988 
760 9 0.00215217 0.00046075 0.000463901 
760 10 0.00229982 0.000493179 0.000496586 
760 11 0.00251729 0.000541563 0.000545374 
760 12 0.00279293 0.000601239 0.000605486 
760 13 0.00312595 0.000673957 0.000678759 
760 14 0.00350672 0.000756689 0.000762107 
760 15 0.00393001 0.000848794 0.000854902 
760 16 0.00439624 0.000949399 0.000956228 
760 17 0.00488734 0.00105583 0.00106344 
760 18 0.005431 0.00117378 0.00118226 
760 19 0.00599994 0.00129669 0.00130605 
760 20 0.00661623 0.00143048 0.00144083 
760 25 0.0101819 0.00220271 0.00221871 
760 30 0.0145822 0.00315538 0.00317832 
760 35 0.0197917 0.00428352 0.0043147 
760 40 0.0258181 0.00558853 0.00562925 
760 45 0.0326855 0.007078 0.00712968 
760 50 0.0402832 0.00871707 0.00878047 
760 55 0.0487555 0.0105512 0.010628 
760 60 0.0580278 0.0125569 0.0126482 
780 0.1 6.23651 1.333 1.33812 
780 0.2 1.56305 0.334253 0.335542 
780 0.3 0.69325 0.148258 0.148829 
780 0.4 0.390263 0.083455 0.0837766 
780 0.5 0.249431 0.0533318 0.0535371 
780 0.6 0.173743 0.0371503 0.0372934 
780 0.7 0.127196 0.0272024 0.0273073 
780 0.8 0.0971727 0.0207899 0.0208703 
780 0.9 0.0770688 0.0164792 0.0165427 
780 1 0.0624161 0.0133465 0.0133979 
780 2 0.0156359 0.00334431 0.00335721 
780 3 0.00706461 0.00151148 0.00151732 
780 4 0.0041278 0.000883981 0.000887419 
780 5 0.00285966 0.000613198 0.000615602 
780 6 0.00225811 0.000485671 0.000487612 
780 7 0.00198865 0.000429383 0.000431141 
780 8 0.00190428 0.000412745 0.000414473 
780 9 0.0019485 0.000424598 0.000426413 
780 10 0.00207933 0.000454467 0.000456437 
780 11 0.00227503 0.000502315 0.000504498 
780 12 0.00252707 0.000558933 0.000561386 
780 13 0.00282961 0.000626696 0.000629468 
780 14 0.00316774 0.000701815 0.000704924 
780 15 0.00355007 0.000791346 0.000794861 
780 16 0.00396473 0.000879693 0.000883623 
780 17 0.00441776 0.000984827 0.000989231 
780 18 0.0048997 0.00109193 0.00109682 
780 19 0.00542446 0.00120873 0.00121415 
780 20 0.00596941 0.00133 0.00133596 
780 25 0.00918226 0.00205183 0.00206102 
780 30 0.0131501 0.00292495 0.0029382 
780 35 0.0178661 0.00397294 0.00399091 
780 40 0.023306 0.00518242 0.00520586 
780 45 0.0294746 0.00655495 0.00658462 
780 50 0.0363665 0.00812099 0.00815745 
780 55 0.044019 0.00982821 0.00987254 
780 60 0.0523514 0.0117149 0.0117675 
800 0.1 5.61494 1.20281 1.20615 
800 0.2 1.40856 0.301734 0.30257 
800 0.3 0.624067 0.133733 0.134104 
800 0.4 0.350992 0.0752238 0.0754329 
800 0.5 0.22459 0.0481331 0.0482669 
800 0.6 0.156464 0.0335244 0.0336174 
800 0.7 0.114667 0.0245677 0.0246359 
800 0.8 0.0877751 0.0188092 0.0188615 
800 0.9 0.0694062 0.0148733 0.0149146 
800 1 0.0561814 0.0120387 0.0120722 
800 2 0.0140967 0.00302101 0.0030294 
800 3 0.00636078 0.00136348 0.00136727 
800 4 0.00372261 0.000798825 0.000801062 
800 5 0.00257356 0.000553504 0.000555075 
800 6 0.00202683 0.000437211 0.000438473 
800 7 0.0017849 0.000386641 0.000387784 
800 8 0.00171587 0.000372879 0.000374002 
800 9 0.00175844 0.000383584 0.000384763 
800 10 0.0018696 0.000409052 0.000410328 
800 11 0.00205178 0.000450089 0.000451512 
800 12 0.00227881 0.000504622 0.000506221 
800 13 0.00254987 0.000564869 0.000566672 
800 14 0.00285136 0.00063179 0.000633817 
800 15 0.00319344 0.000707607 0.000709886 
800 16 0.00357265 0.000795503 0.000798062 
800 17 0.00398147 0.000882289 0.00088515 
800 18 0.00441912 0.000982723 0.0009859 
800 19 0.00488052 0.00108442 0.00108793 
800 20 0.00537963 0.00119522 0.00119909 
800 25 0.00827394 0.00184649 0.00185248 
800 30 0.0118443 0.00261667 0.00262524 
800 35 0.0161242 0.00360038 0.00361206 
800 40 0.0209556 0.00466671 0.00468186 
800 45 0.0265482 0.00590566 0.00592494 
800 50 0.0327799 0.00732003 0.00734381 
800 55 0.0396792 0.0088441 0.00887287 
800 60 0.04716 0.0105359 0.0105701 
820 0.1 4.98873 1.096 1.09839 
820 0.2 1.24668 0.274123 0.274723 
820 0.3 0.554848 0.121951 0.122218 
820 0.4 0.312248 0.0686112 0.0687608 
820 0.5 0.199148 0.0437497 0.043845 
820 0.6 0.138936 0.0305353 0.030602 
820 0.7 0.101643 0.0223482 0.0223972 
820 0.8 0.0780075 0.0171458 0.0171833 
820 0.9 0.061598 0.0135364 0.0135659 
820 1 0.0499186 0.0109708 0.0109947 
820 2 0.0125511 0.00275834 0.00276436 
