   105.00          0.017124       0.000386356
   105.50         0.0163361       0.000369281
   106.00          0.015316        0.00034796
   106.50         0.0143391       0.000329345
   107.00         0.0134114       0.000311321
   107.50         0.0126551       0.000296167
   108.00         0.0119318       0.000278507
   108.50         0.0113118       0.000270418
   109.00         0.0106601       0.000258046
   109.50          0.010116       0.000245078
   110.00        0.00965242       0.000231937
   110.50        0.00919781       0.000219549
   111.00        0.00870013       0.000212277
   111.50        0.00828363       0.000201803
   112.00        0.00782799       0.000195696
   112.50        0.00746208       0.000188947
   113.00        0.00713642       0.000180627
   113.50        0.00686553       0.000173208
   114.00        0.00658595       0.000166164
   114.50        0.00629751       0.000159267
   115.00        0.00604447       0.000159399
   115.50        0.00580771       0.000168764
   116.00        0.00558938       0.000155684
   116.50         0.0054438       0.000151874
   117.00         0.0052226       0.000146274
   117.50        0.00502217        0.00014056
   118.00        0.00486162       0.000138339
   118.50         0.0046725       0.000133534
   119.00        0.00450608        0.00012838
   119.50        0.00434889       0.000123893
   120.00        0.00421159       0.000119814
   120.50        0.00405828       0.000115035
   121.00        0.00393662       0.000125008
   121.50        0.00379451       0.000118513
   122.00        0.00372803       0.000114871
   122.50        0.00361998       0.000112295
   123.00        0.00350757       0.000109674
   123.50        0.00339309       0.000107696
   124.00        0.00327485       0.000102124
   124.50        0.00313995       9.93286e-05
   125.00        0.00305873       9.58851e-05
   125.50        0.00296944       9.27649e-05
   126.00        0.00287586       8.96515e-05
   126.50        0.00278957         8.712e-05
   127.00        0.00270842       8.49442e-05
   127.50        0.00263022       8.29534e-05
   128.00        0.00258379       7.96099e-05
   128.50        0.00252444       7.77799e-05
   129.00        0.00247655       7.67744e-05
   129.50        0.00240747       7.47954e-05
   130.00         0.0023271       7.22966e-05
   130.50        0.00227941       7.01441e-05
   131.00        0.00225466       7.00857e-05
   131.50        0.00219251       6.81525e-05
   132.00        0.00213495       6.67161e-05
   132.50        0.00207912       6.36142e-05
   133.00        0.00186846       8.35901e-05
   133.50        0.00183473       8.33009e-05
   134.00        0.00178843       8.03062e-05
   134.50         0.0017457       7.75441e-05
   135.00        0.00170546        7.4943e-05
   135.50        0.00167543       7.38919e-05
   136.00        0.00164274       7.21658e-05
   136.50        0.00159256       7.17702e-05
   137.00        0.00157157       6.82404e-05
   137.50        0.00151928       6.93454e-05
   138.00        0.00149275       6.54813e-05
   138.50        0.00145992       6.35426e-05
   139.00        0.00141989       6.13312e-05
   139.50        0.00138888       6.04709e-05
   140.00        0.00135793       5.97885e-05
   140.50        0.00132482       5.82274e-05
   141.00        0.00134488       5.16318e-05
   141.50        0.00131725       5.33881e-05
   142.00        0.00125645       5.59971e-05
   142.50        0.00122927       5.50938e-05
   143.00        0.00122709       5.32368e-05
   143.50        0.00121032       5.27512e-05
   144.00        0.00120018       4.91447e-05
   144.50        0.00117807       4.73911e-05
   145.00        0.00114732       4.58467e-05
   145.50        0.00113589       4.38714e-05
   146.00        0.00113276       4.00479e-05
   146.50        0.00111659       3.95262e-05
   147.00        0.00110371       3.92809e-05
   147.50        0.00107453       3.80772e-05
   148.00        0.00105555       3.73933e-05
   148.50        0.00103883       3.68827e-05
   149.00        0.00102279       3.63569e-05
   149.50        0.00100341       3.54098e-05
   150.00       0.000996515       3.50975e-05
   150.50       0.000993611       3.49955e-05
   151.00        0.00099551       3.60323e-05
   151.50       0.000981189       3.58623e-05
   152.00       0.000965896       3.54279e-05
   152.50       0.000923797       2.01619e-05
   153.00       0.000935141       3.31013e-05
   153.50       0.000917517       3.21433e-05
   154.00        0.00090602        3.0503e-05
   154.50       0.000890398       2.98579e-05
   155.00        0.00087849        2.9152e-05
   155.50       0.000864087        2.8582e-05
   156.00       0.000849151       2.79073e-05
   156.50       0.000837387       2.72784e-05
   157.00       0.000811175         2.671e-05
   157.50       0.000800127       2.60828e-05
   158.00        0.00076315       1.55141e-05
   158.50       0.000774313       2.52645e-05
   159.00       0.000770363       2.48911e-05
   159.50       0.000674768       3.91294e-05
   160.00       0.000688868       3.68502e-05
